time,zdeflection,velocity,force,indentation,famp,fphat,freq_bas
3.600782778864970446e+00,-1.013123500616475958e+01,-2.401353490669870735e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.797457145976767992e-11,-1.632156972345272834e+02,-1.816445312500000000e+07
3.608610567514677125e+00,-1.065654764109109642e+01,-2.295336145031994602e+04,0.000000000000000000e+00,0.000000000000000000e+00,8.861491350730564715e-11,-1.618480433896494333e+02,-1.781513671875000000e+07
3.616438356164383361e+00,-1.115754168126438728e+01,-2.183910089860898006e+04,6.937920875906325335e+00,7.654168126438665176e-02,8.941808001970688319e-11,-1.604644119334495258e+02,-1.746582031250000000e+07
3.624266144814090040e+00,-1.163287113419398899e+01,-2.065120671496568684e+04,1.343194375495016288e+02,5.518711341939867010e-01,9.022695920882217590e-11,-1.590530814724509412e+02,-1.711650390625000000e+07
3.632093933463796276e+00,-1.208047324858839922e+01,-1.935642267518740482e+04,3.273701732216898108e+02,9.994732485883973672e-01,9.114393468587460629e-11,-1.576727659863730366e+02,-1.676718750000000000e+07
3.639921722113502955e+00,-1.249779918302241200e+01,-1.794265316678571617e+04,5.525159161034036970e+02,1.416799183022410258e+00,9.211135545583690751e-11,-1.562319080575838370e+02,-1.641787109375000000e+07
3.647749510763209191e+00,-1.288214108722828755e+01,-1.640685768727824689e+04,7.919612756397604016e+02,1.801141087228286253e+00,9.306844120071889739e-11,-1.548595999982216540e+02,-1.606855468750000000e+07
3.655577299412915426e+00,-1.323079136682286894e+01,-1.475179818153567794e+04,1.032706280453098543e+03,2.149791366822867200e+00,9.425374023113031382e-11,-1.534974459475537003e+02,-1.571923828125000000e+07
3.663405088062622106e+00,-1.354115592395186063e+01,-1.298467791916681563e+04,1.264230595999806837e+03,2.460155923951858892e+00,9.545931035986398350e-11,-1.520775731624479477e+02,-1.536992187500000000e+07
3.671232876712328341e+00,-1.381084324258263329e+01,-1.111630331232342724e+04,1.477708971279676689e+03,2.729843242582631113e+00,9.678410864510301898e-11,-1.507119913427598590e+02,-1.502060546875000000e+07
3.679060665362035465e+00,-1.403773758509729852e+01,-9.160427640535890532e+03,1.665718155569949431e+03,2.956737585097296339e+00,9.822452281411791600e-11,-1.492559116723261923e+02,-1.467128906250000000e+07
